iteration,scaling_factors,train_score
41,"[0.9981315  0.96171033 1.02105125 1.00225446 1.05123312 1.00737691
 0.95313366 0.9972493  0.94246927 1.00720956 0.996864   1.03487176
 1.015911   0.98380968 1.05522402 1.02310898 0.93982789 1.00910706
 1.07026695 1.03244445 1.04735117 1.00419354 1.01230641 1.0152999
 1.00381251 0.98746065 1.0375885  1.01057987 0.99500124 1.03362509
 0.97793346 1.03822114 0.98934842 0.91978143 0.96053351 1.02929903
 1.03506473 0.97517168 0.99748637 0.98994708 1.00183427 1.00988389
 0.96376939 1.09959497 0.99980027 0.98647544 1.05248384 0.95689692]",-0.4100870053241632
42,"[0.99946168 0.97094478 1.0202941  1.00475114 1.04500781 1.01398418
 0.96127809 0.99788086 0.9430947  1.01208682 0.98762777 1.0401229
 1.0082418  0.99165336 1.04821615 1.02231283 0.9425083  1.01168506
 1.070613   1.03014914 1.04987295 1.00570657 1.01873909 1.02309427
 1.00464184 0.98194815 1.0338983  1.00241339 0.98556025 1.03140908
 0.98710966 1.04614594 0.981235   0.91861719 0.95164781 1.02500932
 1.02908843 0.96907219 0.99650473 0.9949178  0.99802557 1.00088602
 0.97054525 1.10951205 1.00609344 0.99635667 1.05672617 0.95265592]",-0.3619360002945671
43,"[1.00804223 0.97033995 1.01164875 0.99828928 1.042054   1.01752058
 0.97034724 1.00590285 0.93352224 1.02145364 0.97819893 1.03681391
 1.00157292 0.99873916 1.04219933 1.03049251 0.94660329 1.01578107
 1.07262633 1.03712212 1.05075403 1.00150967 1.01806382 1.0276331
 1.00816332 0.99035893 1.04129556 1.00317765 0.98864543 1.03317516
 0.97843731 1.0444172  0.97626684 0.90907033 0.94352954 1.01992019
 1.02125028 0.97811793 0.99435646 0.98777394 0.99744273 1.00027268
 0.97109511 1.0995461  1.01370177 0.99501213 1.04847899 0.94864976]",-0.32252965206879414
44,"[1.01358671 0.96508277 1.01271104 1.0041151  1.03525217 1.02494628
 0.97590711 1.00445233 0.92722301 1.02337317 0.9827996  1.04400158
 0.99639322 1.0013946  1.05163893 1.03262362 0.94159579 1.01591955
 1.07882648 1.04573    1.05975333 1.00333631 1.01013342 1.03204577
 1.00616161 0.99082012 1.03680661 1.01260634 0.99500468 1.02583499
 0.98633201 1.03606135 0.98446195 0.91198618 0.94856159 1.01886838
 1.02314165 0.98476729 1.0008217  0.99602983 1.00218849 0.99106472
 0.97805236 1.08992594 1.01517991 0.99001149 1.0463991  0.94983625]",-0.19390129502114362
45,"[1.01773919 0.96343889 1.01595036 1.01251146 1.03802686 1.03229439
 0.98286382 1.01188811 0.92928664 1.02084377 0.97959224 1.05053602
 0.99124249 1.01071255 1.05471888 1.04077526 0.9383973  1.00903597
 1.08370583 1.04212723 1.05787818 1.00883521 1.00957372 1.02584933
 1.01243143 0.99765188 1.0392604  1.00329291 0.98991123 1.03227726
 0.98235388 1.03841305 0.98779193 0.90895839 0.95439869 1.0158119
 1.01825391 0.9877427  1.00792013 0.99829627 1.01041198 0.98763124
 0.97472526 1.09697109 1.0113692  0.99750067 1.051723   0.95930785]",0.11524053453496497
46,"[1.00820232 0.96223566 1.00758424 1.01897168 1.03453057 1.03402056
 0.98746526 1.01801747 0.92148681 1.02232081 0.98243556 1.06019506
 0.98947229 1.01536968 1.06042359 1.03995135 0.94092531 1.00844597
 1.0829571  1.05011854 1.05024076 1.01361541 1.01210898 1.02125843
 1.02191175 1.00378422 1.03347438 1.00994784 0.99688363 1.03769294
 0.9770004  1.04792644 0.99155464 0.90362269 0.96257782 1.01413523
 1.02703873 0.99392799 1.00824501 1.00101556 1.01262597 0.98261839
 0.97289088 1.1037932  1.01239925 0.99504393 1.05997697 0.95478899]",0.39618644906109945
47,"[1.00576958 0.96252925 1.01245323 1.02241608 1.03158916 1.0281714
 0.98594708 1.02574682 0.91748485 1.01313376 0.9816442  1.05501544
 0.99046719 1.0086234  1.05298203 1.04533518 0.94148211 1.01509461
 1.07812079 1.04491919 1.04139298 1.01997841 1.01558942 1.01206758
 1.02706265 1.00435595 1.03291057 1.00941467 0.998581   1.04295644
 0.98142837 1.05712806 1.00084147 0.89758191 0.9634889  1.0138232
 1.02973646 1.0012132  1.00029712 1.00286509 1.01851674 0.98166952
 0.98064102 1.10663685 1.01067332 0.99936613 1.06074616 0.94775305]",0.26821874609822227
48,"[1.00552881 0.96512432 1.00787892 1.02171618 1.03492292 1.02244727
 0.99458669 1.03242412 0.91112615 1.01558416 0.9772357  1.05615641
 0.99898364 1.00161973 1.05193866 1.03641766 0.94933531 1.01457307
 1.08702833 1.03633933 1.04286491 1.02620884 1.01089175 1.00998377
 1.03394319 1.01137381 1.02585345 1.00252535 1.00516752 1.05215053
 0.98486059 1.04841535 0.99895611 0.8947169  0.95702529 1.00792656
 1.03651592 0.99746965 0.99139962 1.01279981 1.02822527 0.98819125
 0.97373898 1.10921571 1.01034514 0.99738802 1.05775388 0.95508038]",0.24068071430004145
49,"[1.01374418 0.95848814 0.99851638 1.02254193 1.03252677 1.02607075
 0.99314739 1.03672284 0.90313658 1.01648082 0.98238449 1.04701054
 1.00806378 1.00203713 1.0572914  1.04078073 0.94447178 1.02305052
 1.08878623 1.03377959 1.04223235 1.03152213 1.01517503 1.00543097
 1.04338874 1.00665835 1.01989118 1.00076036 1.00969962 1.05067539
 0.9761911  1.04081463 1.00833266 0.88991551 0.95749264 1.00632723
 1.02909436 1.00707882 0.99955046 1.0039037  1.02455503 0.9917999
 0.977637   1.11402787 1.01020476 1.00695867 1.05409646 0.94556971]",0.253492975357392
50,"[1.01568824 0.96221268 1.00260659 1.01947824 1.04010146 1.01717128
 0.98430482 1.02702079 0.9046698  1.00766261 0.9844294  1.04389594
 1.00950815 1.00315556 1.04749118 1.04120923 0.94273489 1.03131802
 1.08349425 1.04103917 1.0346809  1.03444638 1.02057308 1.01202787
 1.03995483 1.00029578 1.02121038 1.00864525 1.00371903 1.04150682
 0.96752107 1.03923268 1.01307899 0.88688182 0.96671903 1.00326058
 1.03771444 1.01701992 1.00510314 0.99632863 1.02699236 0.98374953
 0.97687205 1.11370885 1.00776367 1.01319115 1.05868481 0.94317221]",0.09995372058510821
51,"[1.00603009 0.97200656 1.00342241 1.01158734 1.0372167  1.01437021
 0.98737287 1.01859232 0.9003413  1.01246458 0.98065413 1.04755018
 1.01013036 1.01292178 1.03857871 1.04460108 0.93686132 1.03675773
 1.08190323 1.04548394 1.03086381 1.02952588 1.01131713 1.01450926
 1.0379669  1.00306305 1.01401943 1.00854111 1.00613291 1.03497123
 0.96365688 1.03515918 1.01074468 0.88654141 0.96465565 1.01287393
 1.04629841 1.02042026 1.00227743 1.00418101 1.02497517 0.99213451
 0.97971514 1.12290354 1.0104031  1.00744432 1.06778273 0.9405679 ]",0.0748078938915232
52,"[1.00978553 0.96991402 1.00116935 1.0088819  1.03876839 1.01860356
 0.97745897 1.02264608 0.89620219 1.00745327 0.97938485 1.05021241
 1.00568051 1.00795249 1.04117862 1.03528377 0.9287112  1.0445154
 1.07560109 1.05209841 1.02928261 1.02473541 1.01689413 1.01901382
 1.03238337 0.99882561 1.00739406 1.01367855 1.00411011 1.03145408
 0.97122546 1.02792907 1.00080968 0.87709816 0.96549462 1.0124179
 1.04724042 1.01941953 0.99920111 0.99436465 1.03243705 0.99074658
 0.97121648 1.13058594 1.00744587 1.00759957 1.07523024 0.9393607 ]",-0.03471798513578572
53,"[1.0136211  0.96866781 1.00246628 1.01812037 1.04402426 1.01846115
 0.98409646 1.02481935 0.89871003 1.00899421 0.97030734 1.05840139
 1.01295988 1.00331877 1.03256811 1.02882125 0.92043601 1.03758524
 1.06781951 1.05969607 1.0261941  1.01727865 1.00755221 1.02550952
 1.03499792 0.99706305 1.007934   1.01723228 1.00904894 1.0240064
 0.98015999 1.01884874 0.99464412 0.87169351 0.97148555 1.0092456
 1.05341263 1.02183554 0.99190616 0.99919758 1.0287117  0.98427335
 0.9616644  1.13050261 1.01246467 1.00179245 1.07769589 0.94287731]",0.20152376506272862
54,"[1.01550232 0.95889709 0.9996938  1.01675256 1.04797069 1.01310957
 0.98479074 1.01716823 0.88926302 1.0113889  0.97182706 1.05075638
 1.00557636 1.01270806 1.0236165  1.03430122 0.91650269 1.04523983
 1.06620787 1.05280049 1.02036327 1.02360417 1.00353081 1.02318542
 1.03025182 0.99321516 1.00986215 1.02624232 1.01489482 1.02614781
 0.97108654 1.01433721 0.99876134 0.86470915 0.98112078 1.01165257
 1.05287257 1.02034021 0.9874153  0.99110841 1.02847413 0.97765192
 0.96991086 1.1233194  1.01510484 0.9929009  1.07673558 0.95008461]",0.2718785320560013
55,"[1.00940662 0.95160089 0.99335626 1.01801504 1.04438105 1.02035494
 0.97645015 1.00894975 0.88749633 1.02061275 0.96633313 1.04499785
 1.0022793  1.01249622 1.03167005 1.02440133 0.90806924 1.05416746
 1.05920804 1.05462087 1.01391867 1.02271336 0.99881258 1.02714072
 1.0358792  0.99418543 1.00176695 1.03480418 1.02261565 1.01632659
 0.97498728 1.01061887 0.99045353 0.86052677 0.98574885 1.00194335
 1.05590747 1.02323626 0.99734866 0.98347071 1.01919009 0.98216015
 0.96529204 1.12170608 1.02008674 1.00029107 1.06814163 0.9559017 ]",0.3540893859883285
56,"[0.99987928 0.95328579 0.9966061  1.0121456  1.04583126 1.02580754
 0.97271241 1.01357023 0.88460924 1.01931513 0.9739067  1.04844866
 1.00761271 1.00819689 1.04140578 1.02438698 0.91098533 1.04697973
 1.06646094 1.05191028 1.01113805 1.02362714 1.00714091 1.0314739
 1.03926352 0.98740664 1.00534801 1.03963216 1.01843423 1.00979061
 0.98047829 1.00355163 0.98514507 0.86934034 0.98705041 1.00799268
 1.05449821 1.02441889 0.99999086 0.99304646 1.01154648 0.97324879
 0.95531327 1.12507346 1.01588017 0.99451873 1.0625133  0.94624445]",0.40201136164313533
57,"[0.99591741 0.96130483 0.98750212 1.00558395 1.0431233  1.02692804
 0.962874   1.00615052 0.89375087 1.02810407 0.97606916 1.05600124
 1.00039615 1.01612604 1.03293332 1.02079505 0.9125827  1.05206788
 1.06386063 1.04782351 1.00824353 1.01725932 1.00706969 1.03250536
 1.03769541 0.99539816 1.01423856 1.03590828 1.01663849 1.00099814
 0.97296958 1.00337541 0.9847426  0.86611027 0.98873724 1.00905841
 1.06111358 1.03203432 1.00801428 0.9833645  1.01450078 0.96934488
 0.95403344 1.12451787 1.016543   0.98572766 1.05881372 0.95080224]",0.2454905797763054
58,"[1.00132216 0.96574287 0.99662633 1.01304481 1.05060047 1.0176117
 0.95799228 1.0018021  0.90158348 1.02596511 0.96931813 1.06496814
 1.00586392 1.0244598  1.03319245 1.02454614 0.90688547 1.04978322
 1.05811357 1.04645384 1.01334541 1.02489806 1.00125516 1.03473281
 1.03140913 0.9922741  1.0205669  1.03604541 1.01437801 0.99786311
 0.96509899 0.99730288 0.97622136 0.85988694 0.99442237 1.00053477
 1.06544702 1.0361334  1.01667599 0.97560463 1.02325307 0.97033443
 0.94438867 1.1322478  1.02153494 0.98889495 1.05679664 0.95737298]",0.06809747339546635
59,"[0.99306326 0.97314003 0.99640129 1.01732895 1.05773299 1.01528469
 0.96081244 1.00709021 0.90381364 1.0346929  0.96559486 1.06212249
 1.01243383 1.02831469 1.03096641 1.02927368 0.90568854 1.04662617
 1.05533441 1.03763787 1.00522905 1.02177465 1.00402556 1.03238574
 1.02262876 0.98295933 1.02677432 1.03023543 1.00824526 1.00215173
 0.96246388 0.99670027 0.98327341 0.85114997 1.00236242 1.00222443
 1.07494076 1.03152273 1.00755849 0.9709901  1.02605345 0.9616072
 0.94218248 1.12396346 1.01303365 0.985664   1.06231481 0.96170627]",0.206869086596271
60,"[0.99179724 0.97289305 1.00461809 1.01113057 1.05639751 1.02224042
 0.96582965 1.00488974 0.9080221  1.0309122  0.96615773 1.06796616
 1.01772107 1.02172883 1.03591506 1.03516372 0.89978197 1.04217771
 1.05619666 1.0291518  1.00204988 1.01736852 1.00559513 1.03432934
 1.02039151 0.99115036 1.01848054 1.02950015 1.01188602 0.99708784
 0.96771538 0.99426179 0.9752995  0.84617745 0.99580204 0.9928726
 1.08177608 1.02907514 0.99986447 0.96979705 1.01736168 0.96276295
 0.94435564 1.11870691 1.00730218 0.98048094 1.0682507  0.96249177]",0.34600153504363484
61,"[0.98439438 0.96935922 1.00043857 1.01389886 1.06447611 1.01988422
 0.97083919 1.00175673 0.90942125 1.03720278 0.97007195 1.07372888
 1.02636468 1.02031312 1.03872695 1.03353527 0.9077663  1.03857087
 1.06581234 1.03517223 0.99480274 1.0252999  1.00282749 1.02895687
 1.01102721 0.98593331 1.02155192 1.02182723 1.01784158 1.00560663
 0.96184069 0.98721558 0.9745664  0.83990571 1.00411432 0.98546903
 1.07736606 1.02587505 0.9916841  0.96598242 1.02593161 0.95857885
 0.94224565 1.10932163 1.01132958 0.98142053 1.07709288 0.96141468]",0.44607675944516
62,"[0.98432361 0.97567816 1.00933749 1.01628872 1.06693881 1.01741219
 0.97757742 1.00081123 0.91933034 1.02795978 0.96883573 1.08034418
 1.03442259 1.01787435 1.04778221 1.02618922 0.91682462 1.02865548
 1.0679075  1.02977213 0.98845374 1.01920676 1.00375902 1.0194818
 1.01377771 0.98185935 1.01345308 1.02040141 1.0120619  1.00237633
 0.9676156  0.98336932 0.9665779  0.83608276 1.01234842 0.99185264
 1.08510428 1.01784967 0.98634063 0.96361131 1.03311816 0.95692022
 0.94736161 1.10344932 1.02127669 0.97471015 1.07633288 0.95520023]",0.4570641520506694
63,"[0.97483549 0.97298256 1.00797961 1.01696075 1.06678177 1.01842784
 0.96886979 1.00006101 0.91375367 1.02637004 0.96974781 1.08799666
 1.0267313  1.02494118 1.04762212 1.01930521 0.919959   1.02188482
 1.0737175  1.03834458 0.98843288 1.01703718 1.0129141  1.01727173
 1.00745757 0.976207   1.01730333 1.01292988 1.0204525  0.99790837
 0.96934615 0.98478645 0.96093291 0.83842128 1.00406422 0.98249799
 1.080244   1.02755538 0.99283221 0.95431566 1.02522837 0.96605477
 0.95379889 1.10717559 1.0179209  0.96778053 1.08489738 0.95579313]",0.36498447354746266
64,"[0.9764222  0.96886649 1.01774752 1.01859186 1.06900162 1.00861431
 0.97149325 0.99498794 0.91931283 1.02044053 0.96203932 1.08741793
 1.02721104 1.02618752 1.05136539 1.01267662 0.92609686 1.0286541
 1.07960194 1.03625393 0.98249577 1.01196455 1.00358474 1.02529205
 1.00596234 0.98217971 1.02292478 1.01922504 1.02004571 0.98811739
 0.96716799 0.99355202 0.96271767 0.84815251 1.01345633 0.98255117
 1.08921626 1.03461757 0.98407651 0.95257729 1.01860319 0.9610782
 0.95294435 1.11508969 1.02488545 0.9753703  1.07705982 0.94855286]",0.3826095734502556
65,"[0.98052346 0.97871105 1.01799962 1.01416915 1.07448603 1.01438645
 0.97303498 0.98531145 0.92042535 1.01381759 0.97056279 1.08572034
 1.03312514 1.03278147 1.05211073 1.01368177 0.92954216 1.03004469
 1.08065661 1.03284646 0.98098484 1.00304176 1.00918318 1.02998893
 1.01122873 0.98740692 1.02697675 1.01382142 1.01023112 0.98876285
 0.96090122 0.99420568 0.9558844  0.84877261 1.00653308 0.98201862
 1.0945764  1.0283841  0.97627893 0.9569718  1.02770562 0.96974166
 0.95140313 1.11036419 1.0305355  0.9772663  1.07191094 0.94467498]",0.42084913475956687
66,"[0.98520817 0.97177656 1.0230513  1.00995458 1.06666044 1.01661067
 0.97183935 0.9878541  0.91962678 1.01068307 0.96898368 1.0791133
 1.04273151 1.03423327 1.05504248 1.01955072 0.93942149 1.03077695
 1.07210786 1.04112878 0.9835292  0.99434006 1.00880576 1.03090144
 1.00909584 0.98732775 1.03026524 1.02286305 1.01756647 0.9818303
 0.9703938  0.99954375 0.96025043 0.85436047 1.00572161 0.99109208
 1.0966944  1.03119622 0.97317464 0.95187654 1.02244691 0.96343317
 0.94879018 1.11951633 1.0327145  0.97422711 1.07268543 0.93492938]",0.46172149645226557
67,"[0.97912802 0.96978906 1.02099091 1.01691417 1.05909065 1.01130356
 0.97495214 0.98952698 0.92138483 1.0155106  0.96412641 1.08804225
 1.04422386 1.04363293 1.05363596 1.01011794 0.93672627 1.03857278
 1.07971632 1.0342527  0.99144915 0.98735305 1.01811555 1.02226238
 1.01300973 0.98942336 1.02050626 1.02219286 1.01463019 0.98626729
 0.97187766 0.99331901 0.95231435 0.860487   1.00622677 0.9933319
 1.08855745 1.02332133 0.97240435 0.95172061 1.01280047 0.96650803
 0.94910171 1.12594964 1.04018977 0.97086182 1.07120279 0.93242847]",0.40487702223371247
68,"[0.97333632 0.9649318  1.02871778 1.02246454 1.05526766 1.01968861
 0.97484043 0.99830159 0.91336383 1.00807457 0.96983806 1.08589454
 1.04038796 1.0441369  1.0495561  1.01247378 0.93690885 1.03935884
 1.07235642 1.04414072 0.99351782 0.98446678 1.01136387 1.01759448
 1.0114567  0.98709468 1.01155803 1.02553788 1.00466134 0.9859952
 0.97975012 0.98914475 0.94262838 0.85739962 0.99756133 0.98513414
 1.08458439 1.03314412 0.96504529 0.94875474 1.0066832  0.95704504
 0.95668806 1.11968456 1.03786431 0.9713153  1.063298   0.93461536]",0.37827223427445744
69,"[0.98103182 0.95655771 1.01901081 1.02231726 1.04873054 1.01342463
 0.97574427 0.99576138 0.91619115 0.99900292 0.965503   1.08276189
 1.04260001 1.05167698 1.03959589 1.00299528 0.94009485 1.04521323
 1.07212408 1.05107839 0.98460552 0.99234301 1.01075897 1.02216255
 1.01507789 0.9956067  1.00323533 1.03459464 1.00095658 0.98139823
 0.96992529 0.99593635 0.93820358 0.85439282 0.99217179 0.98946065
 1.08789841 1.02429464 0.95803092 0.9427095  1.0022657  0.95955086
 0.96253787 1.12909523 1.04313427 0.97859273 1.05781423 0.94070526]",0.25434711058735204
70,"[0.97720655 0.96430063 1.01427081 1.01451979 1.0488711  1.01178024
 0.97180024 0.98786044 0.90894526 0.9988172  0.97330573 1.08768829
 1.05099037 1.05353884 1.04943709 1.00421679 0.93229495 1.03751892
 1.07251651 1.04441103 0.99394049 0.99540657 1.00731997 1.03148032
 1.01809017 0.99068376 1.00363604 1.04246227 1.00834185 0.99099847
 0.97220141 0.99831025 0.9445397  0.84679339 0.98611785 0.99552104
 1.09112791 1.02368335 0.96275237 0.94127647 0.99474206 0.95979937
 0.97220588 1.12909091 1.03834196 0.96909928 1.06600743 0.93108743]",0.08227814879190376
71,"[0.96949951 0.97216121 1.01894767 1.00470976 1.05490265 1.01006173
 0.962565   0.98624791 0.9085829  0.99656152 0.9782633  1.09538175
 1.05170421 1.06185646 1.04618669 1.0015563  0.93829126 1.04490937
 1.07261599 1.03582813 0.99545397 1.00025959 1.00901067 1.02502775
 1.01357592 0.98175988 1.01161423 1.03662994 1.00759845 0.98758951
 0.96363695 0.99553784 0.93531314 0.84297813 0.98485432 0.99513437
 1.08383867 1.01989779 0.96274982 0.9393507  1.0029817  0.96871265
 0.97139467 1.1307294  1.03797034 0.96739813 1.07576096 0.93075831]",-0.15784621829848966
72,"[0.97041538 0.9690348  1.02233086 1.01446824 1.05980551 1.01530582
 0.97071948 0.98039101 0.91777319 0.99704301 0.98631274 1.10486777
 1.04921333 1.05954596 1.05051227 1.00865139 0.94265332 1.04867846
 1.08192991 1.03497404 0.9876929  1.00995419 1.00207811 1.0169046
 1.01863518 0.98800914 1.01017691 1.0344984  1.00310099 0.98648324
 0.96266332 0.99767773 0.93064637 0.84013408 0.99131065 1.00137382
 1.08624215 1.02615978 0.95386943 0.93247724 1.00356847 0.97210398
 0.98039782 1.12235175 1.02832068 0.96741868 1.07504791 0.92423217]",0.19106433214188812
73,"[0.97283454 0.96278492 1.02629704 1.01976425 1.06263455 1.00777645
 0.9709019  0.98740648 0.90994178 1.00383179 0.99542605 1.100803
 1.05260915 1.0600392  1.05195977 1.01638544 0.9510127  1.04414815
 1.0750938  1.0292943  0.98618471 1.00425787 0.99461419 1.02222787
 1.01964496 0.98786842 1.00399034 1.03917144 1.00205731 0.98811974
 0.9663253  1.00082557 0.92161968 0.83804039 0.98781804 1.00994378
 1.09054599 1.03475957 0.95111882 0.92583605 0.99899868 0.96639351
 0.98166623 1.12718271 1.02713311 0.97364395 1.08096219 0.92123858]",0.012628682432388127
74,"[0.97956667 0.96223754 1.03137066 1.02554472 1.07141491 1.00573204
 0.97522628 0.98807098 0.91799527 1.00096584 0.99585992 1.10758743
 1.04979873 1.06387025 1.06087411 1.020218   0.95999023 1.04953878
 1.07891499 1.02240365 0.97799547 1.00555649 1.00441041 1.03095894
 1.0201618  0.98611595 1.0107652  1.03049933 1.00775642 0.98645873
 0.97290448 0.99550891 0.91191615 0.83068082 0.97985    1.01737747
 1.09962662 1.03962298 0.9532262  0.93197878 0.99426627 0.95787824
 0.974126   1.11862744 1.0313256  0.9655955  1.07666075 0.92273725]",-0.07523229604515791
75,"[0.98187611 0.96956208 1.02479116 1.01979162 1.06583721 1.00942242
 0.97557255 0.99544366 0.92003637 0.9982764  0.99489512 1.106299
 1.04956967 1.06988939 1.05523127 1.02148998 0.95312901 1.04643347
 1.08722376 1.02919262 0.96861648 1.0102884  1.0124994  1.03410661
 1.01666415 0.98392778 1.01040374 1.02774903 1.00731316 0.9907741
 0.98215622 0.99232649 0.91062859 0.82402261 0.98313013 1.0129724
 1.09238691 1.04146848 0.95024255 0.94184087 0.99139312 0.95929178
 0.98042021 1.11316019 1.02942675 0.96135919 1.07150255 0.92344258]",0.07542730292355426
76,"[0.98019392 0.97802173 1.02110985 1.0198327  1.0615001  1.00848538
 0.97994429 0.99075809 0.92963798 0.99609875 1.0011844  1.09781798
 1.04256333 1.06160938 1.05134194 1.01669656 0.96006223 1.04760599
 1.080271   1.03340372 0.96770141 1.01954327 1.01109956 1.04363403
 1.01579948 0.98784304 1.01726937 1.03351563 1.00731984 0.99901837
 0.98931893 0.99632983 0.9095977  0.82579456 0.98234662 1.0183965
 1.08633393 1.04844571 0.94337004 0.9470414  0.9986053  0.9665818
 0.97555384 1.10356129 1.02356314 0.96605727 1.07778144 0.92716672]",0.11817292713517069
77,"[0.9802452  0.97085559 1.02368869 1.02702266 1.07022142 1.0154342
 0.98478659 0.98872487 0.93060848 0.99072314 1.00262155 1.08896635
 1.03915541 1.06229386 1.05961852 1.02626555 0.96642942 1.05351943
 1.07353077 1.03996593 0.97008771 1.02580753 1.00448194 1.0367225
 1.01982585 0.97913657 1.01112228 1.04050031 1.01655388 0.9955132
 0.98558513 0.99911976 0.9094225  0.83249668 0.97432857 1.01495493
 1.07949631 1.0449119  0.94736221 0.94576743 0.99635063 0.96660159
 0.98052262 1.09836975 1.02744978 0.97334788 1.07323739 0.92852336]",0.19142203322521423
78,"[0.97661421 0.97900697 1.02393215 1.03330701 1.06224017 1.01301258
 0.97820345 0.98167843 0.93051583 0.99260338 1.01232272 1.09005431
 1.02965724 1.06510773 1.06711691 1.02124691 0.96019572 1.04428805
 1.08307439 1.04301825 0.96068969 1.03468804 1.01385427 1.03533008
 1.02417207 0.98148763 1.00542521 1.03980928 1.021793   0.98860947
 0.99363487 1.00729741 0.91880905 0.83594472 0.96782992 1.0243775
 1.07201382 1.04234726 0.94000629 0.9370634  1.00361359 0.97588245
 0.97126956 1.09524941 1.03417846 0.96576985 1.07235551 0.92508807]",-0.09191390003600985
79,"[0.97523991 0.97992    1.02373274 1.04116049 1.05436813 1.01818427
 0.98696005 0.97962375 0.92431459 1.00149236 1.01660182 1.09188332
 1.03005837 1.07237905 1.06196295 1.02171097 0.95220483 1.03951062
 1.09089417 1.04165333 0.95467425 1.03991714 1.01615153 1.02839107
 1.02143606 0.98945573 1.00300394 1.04255529 1.02072624 0.9950638
 0.99109595 0.99980634 0.90911539 0.84169111 0.96252109 1.01841916
 1.07328561 1.03372959 0.93103863 0.93352501 1.00415713 0.98477325
 0.97263573 1.08788359 1.03757345 0.97423446 1.07250826 0.91835311]",0.09719903126241458
80,"[0.97852027 0.98440604 1.03082221 1.04603563 1.06227218 1.01489994
 0.98828005 0.97851722 0.9253639  0.99976375 1.01605143 1.09167266
 1.03988069 1.0698974  1.06895804 1.02827498 0.94253006 1.04580871
 1.09270058 1.05095174 0.95003727 1.04220612 1.02187776 1.01942566
 1.02517658 0.99210929 0.99759693 1.03842376 1.01483011 1.00189497
 0.98643809 1.00234431 0.91870891 0.84919375 0.96859718 1.01068178
 1.08032951 1.03439625 0.93837566 0.94075857 0.99634861 0.99200079
 0.97419963 1.09062658 1.04314356 0.97216243 1.06544424 0.91796087]",0.17146350574200997
81,"[0.98735988 0.98825174 1.02524418 1.05154671 1.0569647  1.00754348
 0.98793986 0.98489718 0.92892459 0.99655288 1.0081512  1.09411079
 1.03893218 1.06937913 1.06269116 1.01850821 0.93682308 1.0546683
 1.08753407 1.04620599 0.95998769 1.03859504 1.03152227 1.01363177
 1.01767552 0.99507347 0.99053687 1.04418277 1.0058228  1.00835406
 0.97741988 1.00182073 0.91001738 0.8456748  0.96648302 1.00639418
 1.08485199 1.02487051 0.94499424 0.93528624 0.99268822 0.99841412
 0.98337935 1.09389704 1.03791409 0.97464977 1.06111455 0.92514292]",-0.003880493627991255
82,"[0.97770683 0.98116253 1.02570238 1.0433066  1.05159676 1.01587047
 0.98229301 0.99275342 0.93041977 0.98697137 1.01314703 1.08492726
 1.0375863  1.06263556 1.06783673 1.01625596 0.93891876 1.06184268
 1.08921369 1.05409464 0.96841931 1.03248146 1.02412268 1.00793758
 1.00941912 0.98775725 0.98906507 1.04192178 1.01408138 1.00288381
 0.96791501 1.00095935 0.90028173 0.85551398 0.96106181 1.01504875
 1.08300607 1.02673628 0.94326369 0.93853569 1.00170043 0.99912427
 0.98929906 1.08478145 1.04597487 0.97735772 1.06968932 0.92119667]",-0.07976352773482631
83,"[0.98104733 0.98889815 1.0305115  1.03450125 1.04858132 1.01382752
 0.98611703 0.98494632 0.93807378 0.97935361 1.01428697 1.09133947
 1.04508268 1.05711506 1.06172587 1.01324728 0.93444615 1.05518745
 1.07926325 1.06136934 0.97730891 1.04174934 1.01496725 1.01085888
 1.01498422 0.99674737 0.99277339 1.04083219 1.00536952 1.00721576
 0.97059643 1.0044254  0.90999036 0.86541406 0.96165095 1.0097029
 1.08843965 1.03277149 0.94485537 0.94119535 0.99637837 0.99847403
 0.98287819 1.07907557 1.04718276 0.97539419 1.0709894  0.91212371]",-0.025249938450476073
84,"[0.99104184 0.98121916 1.03033687 1.04205276 1.05234562 1.01072666
 0.97759513 0.9751978  0.9468077  0.98265138 1.01610144 1.10118926
 1.04692214 1.06255712 1.05597736 1.01184569 0.94415677 1.06019301
 1.08529928 1.05644763 0.9681385  1.04283345 1.02452486 1.0134023
 1.01830759 0.99492124 0.99477191 1.04385285 0.99738966 1.0140879
 0.96907518 1.00774538 0.9007603  0.86750999 0.96767392 1.00217751
 1.08125922 1.04085497 0.94125402 0.93196046 0.99329783 0.99339727
 0.98028458 1.08100617 1.04539049 0.97029744 1.0637852  0.90819713]",-0.12560435863429076
85,"[0.98514028 0.97899489 1.03799267 1.05020909 1.06148202 1.00767635
 0.96959044 0.97696065 0.94069413 0.99123123 1.01943455 1.10027553
 1.04545718 1.06610715 1.05531622 1.01612849 0.94193297 1.06495073
 1.07990397 1.06212448 0.96671435 1.04609439 1.02980822 1.01597711
 1.01885267 0.98869384 0.99416973 1.03419365 1.005569   1.01362269
 0.97751287 1.01269213 0.90382579 0.87219074 0.96501763 1.00139855
 1.0799419  1.04481163 0.9492387  0.92525644 0.98608362 0.9892926
 0.9783637  1.08699197 1.05436654 0.96877389 1.05479422 0.91529791]",-0.25752006064692434
